code_index,code_id,code_ca,id,category,trace,index,labs,epic,rna_seq,wgs,atac_seq
G7-10-1,G7-339-395,G7-[Primary Tumour Tissue]-[GBM Cell Line],395,[GBM Cell Line],339,1,Edinburgh,TRUE,FALSE,FALSE,FALSE
G7-10-1-1,G7-339-395-17,G7-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],17,[Engineered GBM Cell Line],395,1,UCL,TRUE,FALSE,FALSE,FALSE
G7-10-1-1-1,G7-339-395-17-83,G7-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],83,[Xenograph Derive Cell Line],17,1,Spain,FALSE,FALSE,FALSE,TRUE
G7-11,G7-196,G7-[Peripheral Blood Mononuclear Cell],196,[Peripheral Blood Mononuclear Cell],G7,11,Edinburgh,TRUE,FALSE,TRUE,TRUE
G7-12,G7-379,G7-[Peripheral Blood Mononuclear Cell],379,[Peripheral Blood Mononuclear Cell],G7,12,UCL,TRUE,FALSE,TRUE,TRUE
G7-13,G7-135,G7-[Human Feotal Primary Tissue],135,[Human Feotal Primary Tissue],G7,13,Spain,TRUE,FALSE,TRUE,TRUE
G7-14,G7-234,G7-[Primary Tumour Tissue],234,[Primary Tumour Tissue],G7,14,UCL,TRUE,FALSE,FALSE,TRUE
G7-14-1,G7-234-279,G7-[Primary Tumour Tissue]-[GBM Cell Line],279,[GBM Cell Line],234,1,Spain,TRUE,FALSE,FALSE,TRUE
G7-15,G7-70,G7-[Peripheral Blood Mononuclear Cell],70,[Peripheral Blood Mononuclear Cell],G7,15,Edinburgh,TRUE,FALSE,FALSE,TRUE
G7-15-1,G7-70-16,G7-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],16,[Patient Derived Neural Stem Cell],70,1,Edinburgh,TRUE,FALSE,TRUE,TRUE
G7-15-2,G7-70-436,G7-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],436,[Patient Derived Neural Stem Cell],70,2,UCL,TRUE,FALSE,TRUE,TRUE
G7-15-3,G7-70-134,G7-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],134,[Patient Derived Neural Stem Cell],70,3,Edinburgh,FALSE,TRUE,FALSE,TRUE
G7-2,G7-203,G7-[Human Feotal Primary Tissue],203,[Human Feotal Primary Tissue],G7,2,Edinburgh,TRUE,FALSE,FALSE,TRUE
G7-2-1,G7-203-67,G7-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],67,[Human Neural Stem Cell Line],203,1,Spain,FALSE,TRUE,FALSE,TRUE
G7-2-1-1,G7-203-67-357,G7-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],357,[Isogenic Gene Cell Line],67,1,Edinburgh,FALSE,TRUE,FALSE,TRUE
G7-2-1-2,G7-203-67-439,G7-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],439,[Isogenic Gene Cell Line],67,2,UCL,FALSE,FALSE,FALSE,TRUE
G7-3,G7-141,G7-[Human Feotal Primary Tissue],141,[Human Feotal Primary Tissue],G7,3,UCL,TRUE,TRUE,FALSE,TRUE
G7-3-1,G7-141-478,G7-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],478,[Human Neural Stem Cell Line],141,1,Spain,TRUE,FALSE,FALSE,FALSE
G7-4,G7-231,G7-[Peripheral Blood Mononuclear Cell],231,[Peripheral Blood Mononuclear Cell],G7,4,Spain,TRUE,TRUE,FALSE,TRUE
G7-5,G7-6,G7-[Human Feotal Primary Tissue],6,[Human Feotal Primary Tissue],G7,5,Edinburgh,TRUE,TRUE,FALSE,TRUE
G7-5-1,G7-6-151,G7-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],151,[Human Neural Stem Cell Line],6,1,UCL,TRUE,TRUE,TRUE,TRUE
G7-5-1-1,G7-6-151-334,G7-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],334,[Isogenic Gene Cell Line],151,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G7-6,G7-82,G7-[Peripheral Blood Mononuclear Cell],82,[Peripheral Blood Mononuclear Cell],G7,6,Edinburgh,FALSE,FALSE,TRUE,TRUE
G7-6-1,G7-82-145,G7-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],145,[Patient Derived Neural Stem Cell],82,1,Spain,FALSE,TRUE,FALSE,TRUE
G7-6-2,G7-82-237,G7-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],237,[Patient Derived Neural Stem Cell],82,2,Edinburgh,TRUE,FALSE,FALSE,FALSE
G7-7,G7-451,G7-[Primary Tumour Tissue],451,[Primary Tumour Tissue],G7,7,Edinburgh,FALSE,FALSE,TRUE,TRUE
G7-8,G7-415,G7-[Human Feotal Primary Tissue],415,[Human Feotal Primary Tissue],G7,8,UCL,FALSE,FALSE,FALSE,TRUE
G7-8-1,G7-415-156,G7-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],156,[Human Neural Stem Cell Line],415,1,Spain,TRUE,FALSE,TRUE,FALSE
G7-9,G7-236,G7-[Peripheral Blood Mononuclear Cell],236,[Peripheral Blood Mononuclear Cell],G7,9,UCL,TRUE,TRUE,FALSE,TRUE
G7-9-1,G7-236-63,G7-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],63,[Patient Derived Neural Stem Cell],236,1,Spain,FALSE,TRUE,TRUE,FALSE
G8-1,G8-346,G8-[Primary Tumour Tissue],346,[Primary Tumour Tissue],G8,1,Spain,TRUE,TRUE,TRUE,TRUE
G8-1-1,G8-346-98,G8-[Primary Tumour Tissue]-[GBM Cell Line],98,[GBM Cell Line],346,1,Spain,TRUE,TRUE,FALSE,FALSE
G8-2,G8-283,G8-[Peripheral Blood Mononuclear Cell],283,[Peripheral Blood Mononuclear Cell],G8,2,UCL,FALSE,TRUE,FALSE,TRUE
G8-2-1,G8-283-65,G8-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],65,[Patient Derived Neural Stem Cell],283,1,Spain,TRUE,FALSE,TRUE,FALSE
G8-3,G8-320,G8-[Peripheral Blood Mononuclear Cell],320,[Peripheral Blood Mononuclear Cell],G8,3,Spain,TRUE,FALSE,TRUE,TRUE
G8-4,G8-206,G8-[Primary Tumour Tissue],206,[Primary Tumour Tissue],G8,4,Spain,TRUE,FALSE,FALSE,FALSE
G8-4-1,G8-206-298,G8-[Primary Tumour Tissue]-[GBM Cell Line],298,[GBM Cell Line],206,1,UCL,TRUE,FALSE,FALSE,TRUE
G8-5,G8-37,G8-[Primary Tumour Tissue],37,[Primary Tumour Tissue],G8,5,Edinburgh,TRUE,TRUE,FALSE,FALSE
G8-5-1,G8-37-431,G8-[Primary Tumour Tissue]-[GBM Cell Line],431,[GBM Cell Line],37,1,Spain,FALSE,FALSE,FALSE,FALSE
G8-5-1-1,G8-37-431-225,G8-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],225,[Engineered GBM Cell Line],431,1,Spain,TRUE,TRUE,FALSE,TRUE
G8-5-1-1-1,G8-37-431-225-215,G8-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],215,[Xenograph Derive Cell Line],225,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G8-5-1-2,G8-37-431-289,G8-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],289,[Engineered GBM Cell Line],431,2,Edinburgh,TRUE,FALSE,FALSE,FALSE
G8-6,G8-148,G8-[Human Feotal Primary Tissue],148,[Human Feotal Primary Tissue],G8,6,Edinburgh,TRUE,FALSE,FALSE,TRUE
G8-6-1,G8-148-474,G8-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],474,[Human Neural Stem Cell Line],148,1,Spain,FALSE,FALSE,FALSE,FALSE
G8-6-1-1,G8-148-474-341,G8-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],341,[Isogenic Gene Cell Line],474,1,Spain,FALSE,TRUE,FALSE,FALSE
G8-6-1-2,G8-148-474-61,G8-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],61,[Isogenic Gene Cell Line],474,2,Edinburgh,TRUE,FALSE,FALSE,FALSE
G8-7,G8-147,G8-[Primary Tumour Tissue],147,[Primary Tumour Tissue],G8,7,UCL,TRUE,TRUE,FALSE,FALSE
G8-7-1,G8-147-229,G8-[Primary Tumour Tissue]-[GBM Cell Line],229,[GBM Cell Line],147,1,Spain,TRUE,FALSE,FALSE,FALSE
G8-7-1-1,G8-147-229-167,G8-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],167,[Engineered GBM Cell Line],229,1,Spain,TRUE,FALSE,TRUE,TRUE
G8-7-1-1-1,G8-147-229-167-435,G8-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],435,[Xenograph Derive Cell Line],167,1,UCL,TRUE,TRUE,TRUE,TRUE
G8-7-1-1-2,G8-147-229-167-142,G8-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],142,[Xenograph Derive Cell Line],167,2,UCL,TRUE,TRUE,TRUE,TRUE
G8-8,G8-480,G8-[Primary Tumour Tissue],480,[Primary Tumour Tissue],G8,8,UCL,TRUE,FALSE,TRUE,TRUE
G8-8-1,G8-480-14,G8-[Primary Tumour Tissue]-[GBM Cell Line],14,[GBM Cell Line],480,1,Edinburgh,TRUE,TRUE,TRUE,TRUE
G9-1,G9-413,G9-[Primary Tumour Tissue],413,[Primary Tumour Tissue],G9,1,UCL,TRUE,TRUE,FALSE,FALSE
G9-1-1,G9-413-276,G9-[Primary Tumour Tissue]-[GBM Cell Line],276,[GBM Cell Line],413,1,Edinburgh,TRUE,FALSE,TRUE,TRUE
G9-2,G9-293,G9-[Primary Tumour Tissue],293,[Primary Tumour Tissue],G9,2,UCL,TRUE,TRUE,FALSE,TRUE
